date,open,low,high,close,volume
2015-06-30,"3,930","3,930","4,185","4,071",95.30623199
2015-07-01,"4,071","4,000","4,145","4,000",49.98088301
2015-07-02,"4,079.99","3,987.04","4,096","3,987.11",16.88842515
2015-07-03,"4,049.98","3,955","4,050","4,000",37.90900463
2015-07-04,"4,000","3,995","4,099.99","4,091",19.11713002
2015-07-05,"3,995.01","3,973.69","4,100","3,990.64",29.3775529
2015-07-06,"4,068.69","4,068.69","4,380","4,240",66.71992312
2015-07-07,"4,240","4,201","4,398","4,210",34.53847578
2015-07-08,"4,210","4,205","4,398","4,230.01",44.31156199
2015-07-09,"4,230.01","4,230.01","4,398","4,231.03",33.71210805
2015-07-10,"4,231.03","4,231.02","4,750.01","4,650",49.44164695
2015-07-11,"4,493.03","4,493.03","4,742","4,742",35.84435882
2015-07-12,"4,742","4,660","4,877","4,732.01",14.32467051
2015-07-13,"4,873.99","4,485","4,873.99","4,640",54.99746066
2015-07-14,"4,560.03","4,520","4,800","4,624.99",54.29636445
2015-07-15,"4,588.01","4,588","4,659.6","4,658",23.34495089
2015-07-16,"4,658","4,512","4,698","4,696.98",66.89945457
2015-07-17,"4,696.98","4,474.42","4,696.98","4,550",59.55752722
2015-07-18,"4,550","4,542.49","4,635.46","4,546",11.67386922
2015-07-19,"4,592.95","4,544.02","4,596.52","4,544.02",4.50258407
2015-07-20,"4,591","4,529.59","4,594","4,585.97",20.2341189
2015-07-21,"4,533.47","4,494.29","4,594","4,529.99",20.36213635
2015-07-22,"4,529.99","4,492.06","4,604.76","4,529.3",26.70123594
2015-07-23,"4,529.3","4,521.64","4,654","4,527.48",22.52915822
2015-07-24,"4,527.48","4,527.48","4,719","4,704.85",24.4390278
2015-07-25,"4,676.92","4,624.41","4,719","4,718",4.87656888
2015-07-26,"4,658.01","4,651","4,720","4,714.08",2.89451755
2015-07-27,"4,650.05","4,647.35","4,815","4,800",36.6264416
2015-07-28,"4,800","4,766.51","4,852.8","4,800.06",23.17282786
2015-07-29,"4,800.06","4,790","4,877","4,816.91",44.46442799
2015-07-30,"4,869","4,780","4,877","4,865",40.0574427
2015-07-31,"4,850.49","4,715","4,879.99","4,756.77",33.51808036
2015-08-01,"4,809.27","4,733.07","4,809.27","4,807.73",6.82314401
2015-08-02,"4,807.73","4,706","4,807.73","4,804.73",12.19894049
2015-08-03,"4,804.73","4,696","4,880","4,790",35.3726948
2015-08-04,"4,712.01","4,710.01","4,850","4,825.35",18.54842616
2015-08-05,"4,772.85","4,710","4,825.35","4,793.49",29.16605509
2015-08-06,"4,743.5","4,582.03","4,793.38","4,604.49",68.10636363
2015-08-07,"4,635","4,582.03","4,698.41","4,666",43.45632955
2015-08-08,"4,616.58","4,451.83","4,672","4,504.33",28.92941542
2015-08-09,"4,451.84","4,430","4,504.34","4,439",5.55196419
2015-08-10,"4,488","4,280","4,491","4,300",37.97390553
2015-08-11,"4,349.16","4,280","4,410","4,355",39.74164932
2015-08-12,"4,361.67","4,361.67","4,439","4,376.03",26.78088777
2015-08-13,"4,428.53","4,370","4,450","4,430.08",26.74110787
2015-08-14,"4,450","4,435.27","4,510","4,500",34.00866248
2015-08-15,"4,453","4,450","4,525","4,518.63",20.01609916
2015-08-16,"4,518.63","4,450","4,518.63","4,463.98",28.79429711
2015-08-17,"4,456.64","4,316","4,509.28","4,376.11",69.25528143
2015-08-18,"4,323.82","3,784","4,375","3,790.47",107.29869663
2015-08-19,"3,842.97","3,770","3,891.56","3,850.09",62.68095349
2015-08-20,"3,850.1","3,805","3,929.28","3,928",30.33963579
2015-08-21,"3,880","3,880","3,990","3,986.29",33.18819241
2015-08-22,"3,940","3,900.01","3,975.03","3,975.03",28.01714055
2015-08-23,"3,974.3","3,900.01","3,978.3","3,954",19.00750646
2015-08-24,"3,945","3,648","3,996.4","3,704.84",97.38097068
2015-08-25,"3,707.76","3,682.31","3,875","3,812.92",68.44949041
2015-08-26,"3,830","3,775","4,040","3,929.89",57.35500593
2015-08-27,"3,926.26","3,807.03","3,990","3,807.03",75.57650715
2015-08-28,"3,820","3,771.5","3,975","3,854",49.70794374
2015-08-29,"3,854","3,816.42","3,898","3,898",5.30862483
2015-08-30,"3,897.95","3,816.41","3,898","3,889.99",3.36417803
2015-08-31,"3,889.99","3,846.94","3,950","3,880.02",36.2200844
2015-09-01,"3,881.23","3,867.04","3,976","3,917",30.87592059
2015-09-02,"3,966.5","3,917.01","3,999","3,960",22.54055348
2015-09-03,"3,943.11","3,923.75","3,999","3,987.87",43.43821101
2015-09-04,"3,998.57","3,901","3,999","3,920.05",65.72728119
2015-09-05,"3,920.05","3,920","3,999","3,985.35",25.03647028
2015-09-06,"3,980","3,920","4,070","4,070",19.76945476
2015-09-07,"4,005","3,936.09","4,100","4,071.23",59.11123738
2015-09-08,"4,072.36","4,072.36","4,259","4,224.25",61.49624665
2015-09-09,"4,224.29","4,050","4,224.29","4,050",75.1879484
2015-09-10,"4,146","4,000","4,151.15","4,099.69",59.28347199
2015-09-11,"4,091.92","3,911","4,140","4,115",70.24869924
2015-09-12,"4,115","4,019.23","4,116.1","4,040",20.57820448
2015-09-13,"4,036.23","3,945","4,120","4,025.28",56.93955472
2015-09-14,"4,029.8","3,911","4,280","4,027.43",173.43108556
2015-09-15,"3,926.23","3,906","4,050","4,018.15",53.38552322
2015-09-16,"3,975","3,900.23","4,020","3,910.86",46.31761838
2015-09-17,"3,909.45","3,908.08","4,013.2","3,954.29",34.2500348
2015-09-18,"3,952.44","3,910.15","4,012.27","3,929.83",24.96581149
2015-09-19,"3,979.44","3,911.83","3,979.44","3,948.03",10.01602627
2015-09-20,"3,949.37","3,901.83","3,985","3,941.05",20.09110924
2015-09-21,"3,941.05","3,880","4,014.18","3,883.46",56.30652837
2015-09-22,"3,881.47","3,878","3,966.34","3,959.9",42.82449359
2015-09-23,"3,959.9","3,926.23","3,995","3,995",22.2557057
2015-09-24,"3,998","2,800","15,000","3,982",491.81853849
2015-09-25,"4,016","3,973","4,089.01","4,086.89",36.41738954
2015-09-26,"4,001.56","4,001.56","4,089.01","4,073.6",3.96321311
2015-09-27,"4,022.87","4,018.75","4,142","4,049.96",36.05370942
2015-09-28,"4,050.38","4,050.38","4,338","4,208.07",91.04829964
2015-09-29,"4,260.62","4,208.12","4,567","4,253.74",171.40374203
2015-09-30,"4,253.74","4,125","4,675","4,142.71",99.05591884
2015-10-01,"4,195","4,100","4,195","4,109.71",71.27416697
2015-10-02,"4,109.7","4,020","4,163.34","4,120",34.63044238
2015-10-03,"4,033.95","4,033.95","4,180","4,143.12",15.39944273
2015-10-04,"4,133.33","4,032","4,136.32","4,064.83",8.25611633
2015-10-05,"4,094.23","4,020","4,316.2","4,111.36",115.44274478
2015-10-06,"4,107.58","4,091.53","4,250","4,121.63",39.02441994
2015-10-07,"4,174.07","4,090","4,174.07","4,111.03",15.95167264
2015-10-08,"4,161.41","4,020","4,164.66","4,120",33.57773959
2015-10-09,"4,120","4,030.75","4,150","4,055.83",30.70776999
2015-10-10,"4,055.83","4,053.45","4,122.45","4,070.65",5.46579826
2015-10-11,"4,122.03","4,062.29","4,122.55","4,081.23",4.31058111
2015-10-12,"4,118.24","4,050","4,121.48","4,064",24.39975758
2015-10-13,"4,113.01","4,057.71","4,200","4,095.63",38.12067042
2015-10-14,"4,095.63","4,077.71","4,187.83","4,184.49",40.6604561
2015-10-15,"4,140","4,116.25","4,232","4,191.24",25.11491392
2015-10-16,"4,139.92","4,136.86","4,440","4,433.02",53.79880563
2015-10-17,"4,433.45","4,303.03","4,499","4,390",14.04812888
2015-10-18,"4,390","4,333","4,498.83","4,333.83",7.17150079
2015-10-19,"4,333.83","4,280","4,493","4,425.45",38.05448119
2015-10-20,"4,425.45","4,346","4,510","4,446.47",22.17725079
2015-10-21,"4,508","4,426.45","4,508","4,499.83",7.60703267
2015-10-22,"4,442.83","4,442.83","4,601","4,600.83",33.03854709
2015-10-23,"4,601","4,540.24","4,675","4,675",13.2319954
2015-10-24,"4,675","4,646.23","4,690","4,683.45",18.9396017
2015-10-25,"4,690","4,690","4,850","4,785",17.13853757
2015-10-26,"4,701","4,625.45","4,878","4,778.83",24.92017067
2015-10-27,"4,766.83","4,766.83","4,975","4,975",32.1409329
2015-10-28,"4,975","4,929.01","5,099.44","5,085.95",46.38954435
2015-10-29,"5,085.95","5,020.87","5,459","5,421.18",90.90042084
2015-10-30,"5,421.33","5,308.02","5,541.39","5,390",76.45814527
2015-10-31,"5,539.66","5,201","5,539.66","5,340",32.56541565
2015-11-01,"5,220.09","5,220.09","5,492.48","5,485",3.8998265
2015-11-02,"5,488","5,488","6,500","6,500",84.81449859
2015-11-03,"6,095","6,010","7,450","7,220",112.80601119
2015-11-04,"7,210","6,390","8,450","6,595",160.90775404
2015-11-05,"6,515.8","5,800","6,890","6,080",73.26899328
2015-11-06,"5,800","5,800","6,600","6,500",44.64823531
2015-11-07,"6,154","6,154","6,597","6,399",3.07412449
2015-11-08,"6,305","6,225","6,410","6,226",4.79442674
2015-11-09,"6,226","6,220","6,584","6,450",15.96257797
2015-11-10,"6,380","5,250.23","6,450","5,270",60.43095768
2015-11-11,"5,490","5,133","5,670","5,530",20.68258217
2015-11-12,"5,600","5,450","5,795","5,745.01",25.24817874
2015-11-13,"5,794","5,302.07","5,800","5,701",29.8111947
2015-11-14,"5,800","5,619","5,964.23","5,930",6.81155573
2015-11-15,"5,930","5,400","5,945","5,401",7.68017489
2015-11-16,"5,401","5,312","5,693","5,610.45",20.81830322
2015-11-17,"5,670","5,515.5","5,711.07","5,577.1",24.63533392
2015-11-18,"5,593.36","5,306.01","5,683.71","5,565",38.74783508
2015-11-19,"5,565","5,202.5","5,619.05","5,203",43.93821499
2015-11-20,"5,203","5,203","5,504.11","5,359.34",40.8239032
2015-11-21,"5,440.64","5,330.54","5,804.48","5,380",5.2766308
2015-11-22,"5,789.99","5,286.26","5,789.99","5,316.31",3.0256845
2015-11-23,"5,387.46","5,221.78","5,424.49","5,339.36",13.11350754
2015-11-24,"5,222.45","5,218.47","5,368.94","5,298.1",30.78814194
2015-11-25,"5,221.25","5,221.25","5,539.83","5,490",26.66920239
2015-11-26,"5,539.83","5,490","6,100","5,855.82",40.27544047
2015-11-27,"5,790.92","5,738.2","6,040.05","5,962.57",14.39864955
2015-11-28,"5,906.54","5,803.89","5,987.42","5,900.25",5.97078935
2015-11-29,"5,987.42","5,987.42","6,296.61","6,289.74",7.68263859
2015-11-30,"6,275.35","6,084.8","6,361.8","6,265",31.02177967
2015-12-01,"6,293.23","5,704.67","6,293.23","5,830.15",45.40926549
2015-12-02,"5,888.81","5,786.22","6,108.23","6,108.23",9.79028502
2015-12-03,"6,050.47","5,872.83","6,153.97","6,080",30.11104311
2015-12-04,"6,153","5,893.03","6,226.42","6,198.19",22.52145785
2015-12-05,"6,226.56","6,140.03","6,500","6,500",29.99352965
2015-12-06,"6,500","6,358.35","6,600.01","6,358.35",9.8008503
2015-12-07,"6,358.35","6,355.78","6,750","6,717.93",57.26075163
2015-12-08,"6,617","6,617","7,200","7,184.13",55.22533871
2015-12-09,"7,150","6,749.89","7,192.02","7,000",43.24284534
2015-12-10,"7,065","6,987.72","7,265.02","7,265.02",35.81211473
2015-12-11,"7,324.18","7,189.21","8,190.46","7,300",94.83140703
2015-12-12,"7,300","7,300","7,600","7,500",17.10515888
2015-12-13,"7,500","7,420.03","7,598","7,598",10.92170503
2015-12-14,"7,598","7,598","7,939.8","7,782.1",50.98142839
2015-12-15,"7,791.96","7,604.23","8,000.27","7,799.76",29.71001229
2015-12-16,"7,924.27","7,629.86","8,020.81","7,839.42",60.03025226
2015-12-17,"7,703","7,630.23","8,021.19","7,833.24",43.14627706
2015-12-18,"7,928.68","7,599.84","8,097.98","8,080.2",43.14449501
2015-12-19,"8,069.99","7,642.59","8,097.98","8,056.23",16.8102616
2015-12-20,"7,910","7,260.32","8,092.89","7,470",30.43890102
2015-12-21,"7,535.67","7,359.66","7,646.24","7,571.52",21.41756335
2015-12-22,"7,571.52","7,437.39","7,621.28","7,511.01",32.51758613
2015-12-23,"7,553.79","7,511.01","7,859","7,773.93",35.22523479
2015-12-24,"7,773.93","7,773.93","7,936.85","7,936.65",10.33538797
2015-12-25,"7,840","7,553.78","7,937.85","7,553.78",49.14875734
2015-12-26,"7,658.39","7,059.11","7,662.02","7,205.68",43.41221263
2015-12-27,"7,144.37","7,132.77","7,412.9","7,400",8.07871771
2015-12-28,"7,297.4","7,180.97","7,400","7,313.53",25.66921295
2015-12-29,"7,313.53","7,300","7,675","7,410.16",77.91128825
2015-12-30,"7,670.83","7,320","7,695","7,336.87",26.56702073
2015-12-31,"7,336.87","7,303.95","7,692.73","7,692.72",69.01570631
2016-01-01,"7,692.7","7,466.16","7,692.73","7,467.83",12.52692367
2016-01-02,"7,625.83","7,468.06","7,677","7,676.83",4.00379019
2016-01-03,"7,676.82","7,450.31","7,699","7,694",3.71837272
2016-01-04,"7,694","7,459.21","7,795","7,510",23.72250228
2016-01-05,"7,556.33","7,441","7,571.85","7,478.44",23.84041934
2016-01-06,"7,476.46","7,446.09","7,786.36","7,736.29",20.36888305
2016-01-07,"7,736.29","7,736.29","8,200","8,148.38",55.56173986
2016-01-08,"8,148.38","7,970.99","8,350","8,346.82",132.47886313
2016-01-09,"8,001.23","7,949.09","8,343.48","8,095",12.76889846
2016-01-10,"7,949.09","7,920.01","8,268.83","8,267.82",4.73037563
2016-01-11,"8,056.23","7,920.01","8,267.19","7,945.23",42.79787087
2016-01-12,"7,945.25","7,642.84","8,063.92","7,649.91",32.22946955
2016-01-13,"7,721.47","7,613.93","7,999.37","7,800",34.81519939
2016-01-14,"7,800","7,414.81","8,163.84","7,500",49.93095393
2016-01-15,"7,500","6,500","7,796.26","6,859.14",76.8896251
2016-01-16,"6,843.29","6,600","7,428","7,364.02",17.09817541
2016-01-17,"6,939.9","6,939.9","7,364.02","7,000",2.68549311
2016-01-18,"7,000","6,817.83","7,331.14","7,039.23",27.87990211
2016-01-19,"7,053.87","6,841.07","7,072.47","7,056.04",27.66490996
2016-01-20,"7,030.27","7,030.27","7,800","7,754.52",41.79300858
2016-01-21,"7,551.23","7,440","7,798","7,449",60.49600129
2016-01-22,"7,400","6,900","7,517.72","7,181.83",41.14608624
2016-01-23,"7,301.23","6,993.23","7,301.38","7,047.27",4.57904647
2016-01-24,"7,299.82","7,011.18","7,497.21","7,276.5",2.99893591
2016-01-25,"7,494.13","7,146.03","7,497.2","7,497.2",13.48340354
2016-01-26,"7,497.2","7,175.23","7,521.05","7,333.56",92.80300773
2016-01-27,"7,333.56","6,956.51","7,436.16","7,046.4",48.18419931
2016-01-28,"7,000","6,709.77","7,066.38","6,812.37",99.15164232
2016-01-29,"6,752.8","6,752.8","7,003.03","6,814.15",68.72301183
2016-01-30,"6,874.86","6,766.58","6,903.55","6,873.05",10.14425961
2016-01-31,"6,873.05","6,616.41","6,887.93","6,736.95",8.89806065
2016-02-01,"6,793.2","6,727.75","6,902.39","6,850",11.61761021
2016-02-02,"6,850","6,784.88","6,948.36","6,875",79.63920131
2016-02-03,"6,927.23","6,680","6,927.23","6,739.87",64.95833852
2016-02-04,"6,771.99","6,733","7,134","7,090",76.72237224
2016-02-05,"7,090","6,850","7,153.82","6,850",36.69759315
2016-02-06,"6,872","6,850","6,977.25","6,965.23",19.36388207
2016-02-07,"6,965.23","6,868.52","7,000","6,930",6.30642063
2016-02-08,"6,930","6,881.86","7,060.17","6,999.08",94.45858852
2016-02-09,"6,999.08","6,922.23","7,100","7,077.65",59.47089734
2016-02-10,"7,080","7,051","7,223.19","7,150.23",71.43810195
2016-02-11,"7,220.6","7,135.21","7,291.71","7,246.27",110.30936636
2016-02-12,"7,260","7,177.14","7,361.58","7,353.91",63.37712668
2016-02-13,"7,348.06","7,330","7,511.26","7,488.81",16.45880266
2016-02-14,"7,488.81","7,409","7,699.09","7,602.62",54.96857738
2016-02-15,"7,612.62","7,440","7,640","7,519",76.55168255
2016-02-16,"7,518","7,511.01","7,717.37","7,674",99.39782915
2016-02-17,"7,717.7","7,609.07","7,892.11","7,660",100.00977643
2016-02-18,"7,659","7,550","7,745.18","7,745.18",63.10488453
2016-02-19,"7,745","7,569.16","7,839.74","7,777",122.86469151
2016-02-20,"7,777","7,700","8,080","7,951",55.08115317
2016-02-21,"7,958.77","7,762.97","8,150","7,895",15.36564526
2016-02-22,"7,895","7,847.2","8,001.82","7,910.23",90.7009751
2016-02-23,"7,998","7,500","7,999.99","7,500",63.71321197
2016-02-24,"7,500","7,500","7,781.81","7,644.1",46.13516272
2016-02-25,"7,662.7","7,580.9","7,700","7,664.06",31.91335511
2016-02-26,"7,615.79","7,606.2","7,949","7,806.02",70.44657822
2016-02-27,"7,895.46","7,720.15","7,915","7,795.23",13.15339134
2016-02-28,"7,795.23","7,710.1","7,947.5","7,895.18",15.01966502
2016-02-29,"7,940","7,810.02","7,948","7,885.8",45.53552302
2016-03-01,"7,826.84","7,700","7,885.79","7,725",81.6803243
2016-03-02,"7,742.6","7,428.83","7,767.52","7,455.6",60.6210014
2016-03-03,"7,467.6","7,461.4","7,613.63","7,601",88.94206395
2016-03-04,"7,601.99","7,188.05","7,601.99","7,270",80.4178899
2016-03-05,"7,264.94","6,918.13","7,264.94","7,123.57",71.02154536
2016-03-06,"7,127.48","7,053.8","7,274.73","7,250.98",30.97521027
2016-03-07,"7,250.99","7,231","7,387.44","7,343",44.61069179
2016-03-08,"7,343","7,257.64","7,395","7,324.77",36.91938026
2016-03-09,"7,384.83","7,278.91","7,385","7,353.5",55.63058116
2016-03-10,"7,353.23","7,296.83","7,462.01","7,448.94",59.14705592
2016-03-11,"7,449.99","7,280.23","7,494.99","7,322.74",78.86051896
2016-03-12,"7,354.31","7,190.14","7,385","7,334.23",30.96027821
2016-03-13,"7,272.83","7,263.47","7,389.79","7,360",22.20802565
2016-03-14,"7,355","7,303.36","7,424.83","7,424.83",89.85367499
2016-03-15,"7,372.25","7,360.37","7,489.23","7,391.83",106.68686279
2016-03-16,"7,446.16","7,350","7,506.08","7,505.23",80.17608008
2016-03-17,"7,505.23","7,330","7,506.7","7,483.83",40.22363085
2016-03-18,"7,340.83","7,035.25","7,483.83","7,070",124.29609429
2016-03-19,"7,070","7,065","7,176.94","7,145.75",29.19790565
2016-03-20,"7,127.62","7,072.43","7,186.7","7,127.23",14.36002981
2016-03-21,"7,144.09","7,005","7,247.81","7,219",45.08863278
2016-03-22,"7,234.03","7,194.01","7,274.22","7,248.9",70.05763878
2016-03-23,"7,200.65","7,183.65","7,385","7,285.28",69.99973576
2016-03-24,"7,350.99","7,265","7,360.73","7,319.57",19.22133955
2016-03-25,"7,275.34","7,250.66","7,341.84","7,272.48",14.86820947
2016-03-26,"7,330.15","7,251","7,330.15","7,309.96",3.82648823
2016-03-27,"7,309.96","7,271.77","7,495.51","7,477.12",30.79493813
2016-03-28,"7,400","7,310.99","7,477.12","7,310.99",122.48815983
2016-03-29,"7,310.99","7,151.05","7,429.78","7,200.01",125.69808899
2016-03-30,"7,200","7,035.12","7,310.99","7,150",109.89995016
2016-03-31,"7,150","7,085.8","7,245.81","7,211.49",59.64802991
2016-04-01,"7,171","7,154.24","7,298.16","7,297",52.90564656
2016-04-02,"7,297","7,231","7,298.16","7,267.23",7.54702616
2016-04-03,"7,231","7,219.77","7,280.78","7,219.77",8.33487277
2016-04-04,"7,219.77","7,200","7,380.99","7,366.94",78.63866973
2016-04-05,"7,400","7,369.83","7,500","7,420",103.72709007
2016-04-06,"7,420","7,388.34","7,500","7,388.34",97.17738832
2016-04-07,"7,388.34","7,376.29","7,584.55","7,519.6",51.52811663
2016-04-08,"7,459.23","7,341.84","7,557.52","7,358.28",79.13648448
2016-04-09,"7,414.87","7,387.21","7,459.58","7,452.23",7.9811176
2016-04-10,"7,411.23","7,411.23","7,514.81","7,507.47",8.29498945
2016-04-11,"7,447.23","7,421.67","7,516.49","7,495",56.03390571
2016-04-12,"7,428.61","7,421.67","7,510.47","7,460.87",74.89033623
2016-04-13,"7,440.23","7,390","7,460.83","7,435.94",72.37197994
2016-04-14,"7,415.23","7,352.5","7,444.83","7,380.02",62.40600377
2016-04-15,"7,429.9","7,380","7,561.31","7,553.83",58.79637111
2016-04-16,"7,553.83","7,489.64","7,575.05","7,494.51",16.97677961
2016-04-17,"7,534.41","7,441.46","7,563.08","7,560",36.41853426
2016-04-18,"7,560","7,449.31","7,599","7,502.31",48.2541401
2016-04-19,"7,477.23","7,367.09","7,599","7,502.26",67.07980184
2016-04-20,"7,599","7,538.39","7,992.4","7,820.13",117.4150667
2016-04-21,"7,609.28","7,596.83","7,921.84","7,824.29",47.39288914
2016-04-22,"7,725.51","7,707.43","7,874.75","7,783.21",52.10468741
2016-04-23,"7,775.18","7,775.18","7,985","7,917.51",13.69736545
2016-04-24,"7,920","7,816.71","8,088.62","8,026.68",6.96872215
2016-04-25,"8,088.62","7,970","8,269.1","8,226.7",89.88071297
2016-04-26,"8,124.66","8,063.06","8,226.7","8,067.7",98.12380293
2016-04-27,"8,067.7","7,539.82","8,152.91","7,625.33",73.29695797
2016-04-28,"7,719.49","7,600","7,793.36","7,753.32",57.42499
2016-04-29,"7,753.32","7,700","7,878.02","7,877.94",86.11592877
2016-04-30,"7,878.02","7,700.23","7,878.02","7,744.45",12.47461793
2016-05-01,"7,744.45","7,700","7,810.72","7,808.41",8.44880462
2016-05-02,"7,730.78","7,600","7,730.78","7,627",76.53315424
2016-05-03,"7,601.31","7,601.31","7,994.23","7,955.3",67.10751815
2016-05-04,"7,901.12","7,887.23","8,007.63","7,971.83",106.24476909
2016-05-05,"7,913.23","7,887.25","8,067.71","7,989.83",102.80605872
2016-05-06,"7,989.83","7,989.83","8,308.32","8,243.34",62.56147133
2016-05-07,"8,252.11","8,160.23","8,268","8,162.23",14.35880021
2016-05-08,"8,162.45","8,130.34","8,229.91","8,138.41",15.25572524
2016-05-09,"8,138.41","8,119.95","8,453.23","8,309.76",162.92086839
2016-05-10,"8,326.21","8,078.11","9,218.86","8,201.83",249.85293281
2016-05-11,"8,201.83","8,100","8,565.44","8,250",124.85277396
2016-05-12,"8,250","8,075","8,299","8,137.04",97.6871923
2016-05-13,"8,127.83","8,121.57","8,505","8,275.23",136.25770216
2016-05-14,"8,275.23","8,270","8,530","8,310.03",29.06662759
2016-05-15,"8,270.23","8,260","8,565","8,300.25",20.23680475
2016-05-16,"8,300.25","8,181.13","8,750.06","8,300.85",158.0887019
2016-05-17,"8,183.83","8,183.24","8,599.99","8,304.83",171.44667199
2016-05-18,"8,454.83","8,327.2","8,817.4","8,338.99",169.25538773
2016-05-19,"8,360.64","8,015","8,447.43","8,100.05",136.7693874
2016-05-20,"8,155.19","8,046.47","8,222.94","8,128.83",179.4816144
2016-05-21,"8,145.16","8,060.2","8,163.23","8,090",15.34737164
2016-05-22,"8,090","8,000.39","8,190.58","8,190.58",35.77431315
2016-05-23,"8,055.53","8,055.53","8,313.62","8,312.83",105.15849607
2016-05-24,"8,313","8,200.01","8,313.62","8,200.02",91.84616922
2016-05-25,"8,225.14","8,201","8,328","8,311",102.78714873
2016-05-26,"8,238","8,216.88","8,599","8,463",95.54640986
2016-05-27,"8,580","8,501","8,974.99","8,892.77",97.86455272
2016-05-28,"8,892.77","8,892.77","9,700","9,300",96.17794486
2016-05-29,"9,262.1","9,211.37","9,982.61","9,699.99",24.88822887
2016-05-30,"9,537.85","9,511.55","9,917.84","9,765",101.94597283
2016-05-31,"9,760","9,574.03","10,081.94","9,631.01",112.95926248
2016-06-01,"9,796.11","9,620.02","10,059.55","9,894",125.77082216
2016-06-02,"10,000","9,900","10,141.36","10,095.96",124.43777992
2016-06-03,"10,095.96","9,972.53","10,778.79","10,715.42",172.76286673
2016-06-04,"10,526","10,502","10,888.24","10,812.88",21.28058932
2016-06-05,"10,652.79","10,591.9","10,802.07","10,701.88",13.3628435
2016-06-06,"10,701.88","10,701.41","11,058.51","11,058.51",160.63547481
2016-06-07,"11,058","10,425.6","11,138.69","10,492.83",175.19308613
2016-06-08,"10,492.83","10,445","10,659.43","10,451.51",93.7145498
2016-06-09,"10,565.72","10,440","10,683.36","10,683.36",76.72350637
2016-06-10,"10,679","10,477","10,860.88","10,831.81",77.49094731
2016-06-11,"10,831.81","10,813.65","11,777.44","11,777.44",47.43456069
2016-06-12,"11,679","11,544.26","12,711.58","12,611.52",73.2509512
2016-06-13,"12,611.52","12,573.84","13,594.08","13,045.01",245.10876864
2016-06-14,"13,045.01","12,548.36","13,403.82","13,400",143.38932723
2016-06-15,"13,200.01","12,700","13,868.5","13,729.57",152.01022642
2016-06-16,"13,854.93","13,714.93","14,657.23","14,515",173.64684777
2016-06-17,"14,510.11","13,650","14,510.11","14,130.37",166.63810371
2016-06-18,"13,980.44","13,980.44","14,695","14,600",68.35576104
2016-06-19,"14,250","14,042.67","14,699.99","14,428",25.20627298
2016-06-20,"14,231.34","12,671.64","14,500","13,248.99",160.38203878
2016-06-21,"13,100","11,741.29","13,266.04","12,223.55",236.43813133
2016-06-22,"12,231.79","10,256.54","12,677.71","10,674",242.83324066
2016-06-23,"10,674","10,300","12,900","12,737.32",301.75855469
2016-06-24,"12,801.18","12,054.26","13,366.22","13,097.96",241.09492141
2016-06-25,"12,900","12,141.62","13,097.95","12,257.94",50.19441235
2016-06-26,"12,370","11,664.44","12,421.48","12,063.22",46.36784204
2016-06-27,"12,218.02","11,862.85","12,645","12,459.26",88.38180618
2016-06-28,"12,363.18","11,731.34","12,425","11,871.55",128.69654334
2016-06-29,"11,760","11,710.9","12,023.01","11,778.01",86.08744838
2016-06-30,"11,920.9","11,778.01","12,536.19","12,482.99",142.32191848
2016-07-01,"12,484.5","12,215.88","12,557.69","12,465.44",103.83348353
2016-07-02,"12,465.44","12,318.02","12,898.9","12,642.26",27.95916138
2016-07-03,"12,666.79","11,961","12,777.16","12,357.27",29.81519517
2016-07-04,"12,446.71","12,187.9","12,606.78","12,561.94",77.71621314
2016-07-05,"12,561.94","12,435.55","12,750","12,750",91.0705111
2016-07-06,"12,750","12,200","12,797.01","12,263.18",126.26636438
2016-07-07,"12,200.01","11,591.02","12,286.62","12,203.57",147.61821103
2016-07-08,"12,105.55","12,000","12,494.55","12,158.19",204.39584274
2016-07-09,"12,270.01","11,805","12,376.41","12,132",60.94221638
2016-07-10,"12,132","11,914.83","12,200","12,048.51",20.273708
2016-07-11,"12,048.52","11,930.27","12,167.44","11,951.17",70.47885699
2016-07-12,"11,949.72","11,905.42","12,400.61","12,125.12",123.67598908
2016-07-13,"12,125.12","12,001","12,298.94","12,019",97.97534226
2016-07-14,"12,078.78","11,937","12,264.05","12,264.05",157.81971863
2016-07-15,"12,150.02","12,150.02","12,450","12,420.1",105.98960115
2016-07-16,"12,375.1","12,263","12,388.17","12,388.17",17.47760755
2016-07-17,"12,389.17","12,388.17","12,700","12,553.09",86.65477518
2016-07-18,"12,655.24","12,268.91","12,659.89","12,361.68",92.93770127
2016-07-19,"12,340.01","12,324.18","12,546.7","12,330",81.91429955
2016-07-20,"12,475","12,278.61","12,502.77","12,333.38",82.30859489
2016-07-21,"12,399","12,309.05","12,456.72","12,346.36",63.72918381
2016-07-22,"12,430.09","12,000.03","12,430.09","12,177.57",130.31985835
2016-07-23,"12,102.11","12,036","12,243","12,142.8",9.0077081
2016-07-24,"12,167.09","12,106.51","12,369.57","12,193.38",37.40791157
2016-07-25,"12,195.81","12,114.36","12,349.73","12,246",58.25267738
2016-07-26,"12,257.49","12,071.16","12,364.6","12,137",136.51898544
2016-07-27,"12,188.62","12,107.95","12,447.77","12,353",72.30126864
2016-07-28,"12,289.21","12,281.23","12,450","12,400",59.08967429
